"id","title","author","genre","year","avg_rating","rating_count","popularity"
"912","Cloudy With a Chance of Meatballs","Judi Barrett","Fiction","1978","4.15","104677","104677"
"913","Major Pettigrew's Last Stand","Helen Simonson","Fiction","2010","3.87","97745","97745"
"914","Vision in White (Bride Quartet, #1)","Nora Roberts","Fiction","2009","4.1","103933","103933"
"915","The Tenth Circle","Jodi Picoult","Fiction","2006","3.48","99170","99170"
"916","The Throne of Fire (Kane Chronicles, #2)","Rick Riordan","Fantasy","2011","4.2","116360","116360"
"917","Old Man's War (Old Man's War, #1)","John Scalzi","History","2005","4.23","97653","97653"
"918","Gerald's Game","Stephen King","Fiction","1992","3.47","100158","100158"
"919","Two for the Dough (Stephanie Plum, #2)","Janet Evanovich","Fiction","1996","4.11","116171","116171"
"920","The Joy of Cooking","Irma S. Rombauer","Fiction","1931","4.14","102348","102348"
"921","The Forever War (The Forever War, #1)","Joe Haldeman","History","1974","4.15","87636","87636"
"922","Insomnia","Stephen King","Fiction","1994","3.79","100972","100972"
"923","Reading Lolita in Tehran","Azar Nafisi","Fiction","2003","3.57","94696","94696"
"924","The Blade Itself (The First Law, #1)","Joe Abercrombie","Self Help","2006","4.14","97501","97501"
"925","The Arctic Incident (Artemis Fowl, #2)","Eoin Colfer","Fiction","2002","3.94","108031","108031"
"926","The Shipping News","Annie Proulx","Fiction","1993","3.83","103151","103151"
"927","The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing","Marie Kond?","Fantasy","2011","3.77","105063","105063"
"928","All the Bright Places","Jennifer Niven","Fiction","2015","4.19","132087","132087"
"929","D?j? Dead (Temperance Brennan, #1)","Kathy Reichs","Fiction","1997","3.86","100369","100369"
"930","The Alchemyst (The Secrets of the Immortal Nicholas Flamel, #1)","Michael Scott","Fiction","2007","3.84","58396","58396"
"931","The Marriage Plot","Jeffrey Eugenides","Fiction","2011","3.42","90551","90551"
"932","Daughter of Fortune","Isabel Allende","Fiction","1998","3.89","89770","89770"
"933","Luckiest Girl Alive","Jessica Knoll","Fiction","2015","3.48","82504","82504"
"934","Crank (Crank, #1)","Ellen Hopkins","Fiction","2004","4.16","104168","104168"
"935","The Raven Boys (The Raven Cycle, #1)","Maggie Stiefvater","Fiction","2012","4.05","121727","121727"
"936","I Am Legend and Other Stories","Richard Matheson","Fiction","1954","3.99","98795","98795"
"937","Olive Kitteridge","Elizabeth Strout","Fiction","2008","3.78","85019","85019"
"938","Not That Kind of Girl: A Young Woman Tells You What She's ""Learned""","Lena Dunham","Fiction","2014","3.33","88251","88251"
"939","Good to Great: Why Some Companies Make the Leap... and Others Don't","James C. Collins","Fiction","2001","4.04","85277","85277"
"940","Fire (Graceling Realm, #2)","Kristin Cashore","Fiction","2009","4.12","98180","98180"
"941","Waiting for Godot","Samuel Beckett","Fiction","1952","3.81","98950","98950"
"942","White Fang","Jack London","Fiction","1906","3.94","100223","100223"
"943","Wolves of the Calla (The Dark Tower, #5)","Stephen King","Fiction","2003","4.17","98182","98182"
"944","His Dark Materials (His Dark Materials #1-3)","Philip Pullman","Fiction","2000","4.25","88227","88227"
"945","The Edge of Never (The Edge of Never, #1)","J.A. Redmerski","Fiction","2012","4.26","117508","117508"
"946","Reconstructing Amelia","Kimberly McCreight","Fiction","2013","3.82","86965","86965"
"947","One Plus One","Jojo Moyes","Fiction","2014","3.94","87412","87412"
"948","The Hours","Michael Cunningham","Fiction","1998","3.91","97462","97462"
"949","Wallbanger (Cocktail, #1)","Alice Clayton","Fiction","2012","4.1","134805","134805"
"950","Holidays on Ice","David Sedaris","Fiction","1997","3.95","82591","82591"
"951","Desperation","Stephen King","Fiction","1996","3.8","94821","94821"
"952","Passion (Fallen, #3)","Lauren Kate","Fiction","2011","3.89","119735","119735"
"953","The Kill Order (Maze Runner, #0.5)","James Dashner","Fiction","2012","3.69","96568","96568"
"954","Angelfall (Penryn & the End of Days, #1)","Susan Ee","Fiction","2011","4.19","73886","73886"
"955","Empire Falls","Richard Russo","History","2001","3.91","90811","90811"
"956","The Fires of Heaven (Wheel of Time, #5)","Robert Jordan","Fiction","1993","4.13","93227","93227"
"957","I'll Give You the Sun","Jandy Nelson","Fiction","2014","4.14","140937","140937"
"958","Survivor","Chuck Palahniuk","Fiction","1999","3.93","49551","49551"
"959","Shopaholic & Baby (Shopaholic, #5)","Sophie Kinsella","Fiction","2007","3.77","98130","98130"
"960","The Dark Tower (The Dark Tower, #7)","Stephen King","Fiction","2004","4.27","93296","93296"
"961","Twilight Director's Notebook : The Story of How We Made the Movie Based on the Novel by Stephenie Meyer","Catherine Hardwicke","Fiction","2009","4.2","88847","88847"
"962","Shopaholic Takes Manhattan (Shopaholic, #2)","Sophie Kinsella","Fiction","2001","3.75","93498","93498"
"963","Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character","Richard Feynman","Fiction","1984","4.29","91625","91625"
"964","Linger (The Wolves of Mercy Falls, #2)","Maggie Stiefvater","Fiction","2010","3.91","125363","125363"
"965","The Complete Anne of Green Gables Boxed Set (Anne of Green Gables, #1-8)","L.M. Montgomery","Fiction","1908","4.42","92142","92142"
"966","A Portrait of the Artist as a Young Man","James Joyce","Fiction","1916","3.6","92569","92569"
"967","The Gathering Storm (Wheel of Time, #12)","Robert Jordan","Fantasy","2009","4.34","94095","94095"
"968","Middlemarch","George Eliot","Fiction","1871","3.93","95995","95995"
"969","Point of Retreat (Slammed, #2)","Colleen Hoover","Fiction","2012","4.3","109344","109344"
"970","The Partner","John Grisham","Fiction","1997","3.89","86870","86870"
"971","J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings","J.R.R. Tolkien","Fantasy","1973","4.59","90907","90907"
"972","Thoughtless (Thoughtless, #1)","S.C. Stephens","Fiction","2009","4.12","90483","90483"
"973","Presumed Innocent","Scott Turow","Fiction","1986","4.1","91774","91774"
"974","The Dark Half","Stephen King","Fiction","1989","3.74","94624","94624"
"975","Cleopatra: A Life","Stacy Schiff","Fiction","2006","3.62","73994","73994"
"976","The World Is Flat: A Brief History of the Twenty-first Century","Thomas L. Friedman","History","2005","3.66","78271","78271"
"977","Steelheart (The Reckoners, #1)","Brandon Sanderson","Fantasy","2013","4.16","76261","76261"
"978","The Rainbow Fish","Marcus Pfister","Fiction","1995","4.15","95421","95421"
"979","Journey to the Center of the Earth (Extraordinary Voyages, #3)","Jules Verne","Fiction","1864","3.84","89410","89410"
"980","The Happiness Project: Or Why I Spent a Year Trying to Sing in the Morning, Clean My Closets, Fight Right, Read Aristotle, and Generally Have More Fun","Gretchen Rubin","Fiction","2009","3.57","94456","94456"
"981","The Man in the High Castle","Philip K. Dick","Fiction","1962","3.66","84180","84180"
"982","Helter Skelter: The True Story of the Manson Murders","Vincent Bugliosi","Thriller","1974","4","92158","92158"
"983","Dr. Seuss's Green Eggs and Ham: For Soprano, Boy Soprano, and Orchestra","Robert Kapilow","Fiction","2000","4.44","90574","90574"
"984","Inferno (The Divine Comedy #1)","Dante Alighieri","Fiction","1320","3.99","87511","87511"
"985","Shadow of Night (All Souls Trilogy, #2)","Deborah Harkness","Fiction","2012","4.04","97925","97925"
"986","Leaving Time","Jodi Picoult","Fiction","2014","3.94","76553","76553"
"987","Moon Called (Mercy Thompson, #1)","Patricia Briggs","Fiction","2006","4.18","129150","129150"
"988","Blue Bloods (Blue Bloods, #1)","Melissa de la Cruz","Fiction","2006","3.68","116687","116687"
"989","The Alienist (Dr. Laszlo Kreizler, #1)","Caleb Carr","Fiction","1994","4.05","96981","96981"
"990","Between the World and Me","Ta-Nehisi Coates","History","2015","4.4","74218","74218"
"991","Paradise Lost","John Milton","Fiction","1667","3.8","96316","96316"
"992","The Big Short: Inside the Doomsday Machine","Michael   Lewis","Fiction","2009","4.26","37090","37090"
"993","The Girl Who Loved Tom Gordon","Stephen King","Romance","1999","3.56","95768","95768"
"994","A Monster Calls","Patrick Ness","Fiction","2011","4.36","104579","104579"
"995","Towers of Midnight (Wheel of Time, #13)","Robert Jordan","Fiction","2010","4.42","91383","91383"
"996","The Day of the Jackal","Frederick Forsyth","Fiction","1971","4.25","85883","85883"
"997","Rework","Jason Fried","Self Help","2010","3.93","88626","88626"
"998","Attachments","Rainbow Rowell","Fiction","2011","3.95","105414","105414"
"999","The Twilight Saga (Twilight, #1-4)","Stephenie Meyer","Fiction","2005","3.88","89204","89204"
"1000","Tell the Wolves I'm Home","Carol Rifka Brunt","Fiction","2012","4.04","85582","85582"
